profile,shop,item_url,shop_url,price,flag,item_id
NIKE耐克男鞋 LUNAR SKYELUX登月系列跑步跑步鞋运动鞋 855808-001 42,烽火轮运动专营店,https://item.jd.com/12219449131.html,//fenghuolun.jd.com,649.00,,12219449131
Nike耐克 2017年夏季新品女子袜子运动休闲跑步鞋 862412 896446-100-夏季新品 36.5,黑石旗舰店,https://item.jd.com/11679141909.html,//shengshi.jd.com,,,11679141909
耐克男鞋 2017夏季新款AIR FLYKNIT运动休闲鞋飞线袜子跑步鞋898022 DF 898022-004 42.5/270,清鸿叶运动专营店,https://item.jd.com/12264389551.html,//qhyyd.jd.com,749.00,,12264389551
NIKE耐克男鞋2017夏季新款登月网面飞线ZOOM气垫缓震运动跑步鞋898466-001 898466-001 39,金腾运动专营店,https://item.jd.com/12456996429.html,//jintengyd.jd.com,529.00,,12456996429
耐克男鞋 2017夏季新款Air MAX运动鞋气垫缓震透气跑步鞋852461-402 DF 852461-402 43,幸运叶子旗舰店,https://item.jd.com/11258305354.html,//xyyz.jd.com,639.00,,11258305354
NIKE耐克男鞋跑鞋 2017夏季新款运动鞋AIR减震透气休闲慢跑步鞋852461-005 热销爆款399  黑/白奥利奥812654-011 43码/9.5,脉动运动专营店,https://item.jd.com/12080487705.html,//maidong.jd.com,399.00,,12080487705
【京东超市】耐克（NIKE）跑步鞋 NIKE AIR ZOOM VOMERO 11 男子跑步鞋 818099-001 黑/白 US9.5码43码,Nike耐克京东自营专区,https://item.jd.com/3981412.html,//mall.jd.com/index-1000001927.html,,JD自营,3981412
Nike耐克男鞋 2017新款运动复古经典休闲网面运动跑步鞋 网面/黑色812654-011 44,极速运动专营店,https://item.jd.com/11171482397.html,//hudong.jd.com,399.00,,11171482397
耐克男鞋 2017夏季新款Air Max 90时尚休闲运动鞋气垫缓震低帮跑步鞋819475 537384-073/17夏季新款 44,幸运叶子旗舰店,https://item.jd.com/1732217339.html,//xyyz.jd.com,598.00,,1732217339
耐克NIKE 女子休闲鞋 JUVENATE 跑步鞋 运动鞋 724979-407冰川蓝色36.5码,Nike耐克京东自营专区,https://item.jd.com/4104089.html,//mall.jd.com/index-1000001927.html,,JD自营,4104089
NIKE耐克 男子休闲鞋 AIR MAX 90 ESSENTIAL 气垫运动鞋 537384-073冷灰色40.5码,Nike耐克京东自营专区,https://item.jd.com/4887910.html,//mall.jd.com/index-1000001927.html,798.00,JD自营,4887910
Nike耐克女鞋2017夏新款AIR ZOOM气垫减震飞线网面透气跑步鞋831356 831356-001 38,风驰运动专营店,https://item.jd.com/10547686306.html,//fengchiyundong.jd.com,689.00,,10547686306
耐克运动套装Team Sale男子篮球服篮球裤篮球训练套装 703215 703216 紫金套装-545 M,乔乐运动专营店,https://item.jd.com/1453393541.html,//qiaoleyundong.jd.com,249.00,,1453393541
耐克NIKE 2017春季 女子 休闲系列KAISHI 2.0 轻质透气运动休闲女鞋833666-001 36.5码,Nike耐克京东自营专区,https://item.jd.com/3922307.html,//mall.jd.com/index-1000001927.html,,JD自营,3922307
耐克 NIKE 女鞋运动鞋WMNS AIR MAX THEA 气垫缓震休闲鞋跑步鞋 599409-020 黑/白 38码/7,Nike耐克京东自营专区,https://item.jd.com/4086339.html,//mall.jd.com/index-1000001927.html,,JD自营,4086339
耐克男鞋运动鞋Nike Arrowz 2017年夏季男子 休闲鞋跑步鞋 902813 浅灰色902813-001 42码/8.5,乔乐运动专营店,https://item.jd.com/11782347520.html,//qiaoleyundong.jd.com,,,11782347520
耐克 NIKE 男子跑步鞋 NIKE ZOOM SPAN 运动鞋 852437-004 蓝黑 US9码42.5码,Nike耐克京东自营专区,https://item.jd.com/3341997.html,//mall.jd.com/index-1000001927.html,768.00,JD自营,3341997
耐克NIKE 2017春季 女子跑步鞋 REVOLUTION 3 轻质运动缓震网面透气跑步鞋 819303-014 36码,Nike耐克京东自营专区,https://item.jd.com/4550358.html,//mall.jd.com/index-1000001927.html,470.00,JD自营,4550358
耐克（NIKE）休闲鞋 AIR MAX 90 LEATHER 复古鞋/休闲鞋 302519-113 白/白 US10码44码,Nike耐克京东自营专区,https://item.jd.com/3981424.html,//mall.jd.com/index-1000001927.html,,JD自营,3981424
耐克男鞋 2017夏新款运动鞋场上实战耐磨团队训练篮球鞋852464 DF 914479-010 43,幸运叶子旗舰店,https://item.jd.com/1572996406.html,//xyyz.jd.com,,,1572996406
NIKE耐克男鞋2017夏季新款AIR MAX全掌气垫减震飞线网面透气舒适休闲跑步鞋 夜空黑 805941-001 42/265,风驰运动专营店,https://item.jd.com/1445616922.html,//fengchiyundong.jd.com,,,1445616922
耐克NIKE 女鞋 休闲鞋 TANJUN SLIP 跑步鞋 902866-002黑色38码,Nike耐克京东自营专区,https://item.jd.com/4577058.html,//mall.jd.com/index-1000001927.html,,JD自营,4577058
耐克女鞋 2017夏季新款ROSHE RUN ONE运动休闲舒适跑步鞋812655-011 812655-011/17夏新款 36,幸运叶子旗舰店,https://item.jd.com/11268698293.html,//xyyz.jd.com,,,11268698293
耐克nike男裤 2017夏季新款舒适耐磨透气运动裤训练跑步时尚休闲长裤832173 DF 880540-010/2017新款 L,幸运叶子旗舰店,https://item.jd.com/11104577418.html,//xyyz.jd.com,,,11104577418
NIKE耐克2017年新款男子AIR RELENTLESS 6 MSL跑步鞋843881 843881-010 43,滔搏运动官方旗舰店,https://item.jd.com/11804075046.html,//topsports.jd.com,,,11804075046
NIKE耐克 男子休闲鞋 AIR HUARACHE RUN ULTRA 气垫运动鞋 819685-010狼灰色42.5码,Nike耐克京东自营专区,https://item.jd.com/4887886.html,//mall.jd.com/index-1000001927.html,,JD自营,4887886
耐克（NIKE）跑步鞋 DYNAMO FREE (PS) 幼童运动童鞋 343738-505 紫黄 US12C码29.5码,Nike耐克京东自营专区,https://item.jd.com/3341965.html,//mall.jd.com/index-1000001927.html,,JD自营,3341965
耐克（NIKE）休闲鞋 AIR JORDAN 1 RETRO HIGH 男子休闲复古鞋 839115-106 白色 US9.5码43码,Nike耐克京东自营专区,https://item.jd.com/3600867.html,//mall.jd.com/index-1000001927.html,,JD自营,3600867
耐克女鞋2017夏季新款黑武士黑白休闲鞋透气轻便板鞋833666 -010 AIR MAX全掌气垫805942-001 36.5-6,热点运动户外专营店,https://item.jd.com/11451327613.html,//converserd.jd.com,739.00,,11451327613
nike耐克男鞋2017秋季新款网面缓震轻便透气运动慢跑步鞋 898466 819300 819300-001/17夏季新款 41,锐速运动专营店,https://item.jd.com/11629563756.html,//kryd.jd.com,449.00,,11629563756
Nike耐克 2017年春夏男子 AIR MAX 运动跑步鞋 849559 849559-001-夏季新品 43,黑石旗舰店,https://item.jd.com/11276059437.html,//shengshi.jd.com,1159.00,,11276059437
NIKE耐克 男鞋跑步鞋低帮运动鞋跑步833411-010 TG 833411-010黑色+白色 40,名鞋库运动旗舰店,https://item.jd.com/10535727813.html,//mxk.jd.com,429.00,,10535727813
NIKE耐克男鞋2017年春季新款AIR MAX气垫运动系列网面休闲跑步鞋耐克官方旗舰店 805941黑/白/煤黑 40\7,乐麦悦购旗舰店,https://item.jd.com/10956286097.html,//lemaiyuegou.jd.com,729.00,,10956286097
耐克Nike Sock Dart男鞋袜子休闲跑步鞋 819686-005黑色 41,威乐运动专营店,https://item.jd.com/11889638228.html,//boles.jd.com,599.00,,11889638228
NIKE耐克男鞋 2017夏季新款Air Max全掌气垫飞线运动跑步鞋848624-005 878670-001/17夏新款 ZOOM 43/275,幸运叶子旗舰店,https://item.jd.com/10103350729.html,//xyyz.jd.com,,,10103350729
NIKE耐克男鞋跑鞋 2017夏季新款运动鞋AIR减震透气休闲慢跑步鞋852461 852461-005/17夏新款 Air MAX 42.5,幸运叶子旗舰店,https://item.jd.com/1033386759.html,//xyyz.jd.com,656.00,,1033386759
耐克 NIKE 女子休闲鞋NIKE WMNS JUVENATE PRM 女子休闲鞋844973-001 黑/白 US6.5码37.5码,Nike耐克京东自营专区,https://item.jd.com/4295030.html,//mall.jd.com/index-1000001927.html,,JD自营,4295030
耐克男鞋 17春新款Air Vibenna气垫休闲运动透气跑步鞋866069-400 DF 866069-400 44,幸运叶子旗舰店,https://item.jd.com/11260363474.html,//xyyz.jd.com,,,11260363474
耐克男装 2017春季新款WINDRUNNER风行者时尚休闲连帽夹克外套727325 DF 727325-452/17春季新款 M(170/88A),幸运叶子旗舰店,https://item.jd.com/1583276275.html,//xyyz.jd.com,,,1583276275
耐克Nike男鞋春季新款LUNAR SKYELUX登月运动跑步鞋 855808-001 C 855808-001 42.5,爱淘运动专营店,https://item.jd.com/11332810720.html,//aitao.jd.com,,,11332810720
耐克NIKE跑步鞋AIRMAX男鞋全掌气垫鞋TAILWIND8运动鞋805941 805941-001 42.5,宾尔运动专营店,https://item.jd.com/10687140470.html,//mall.jd.com/index-607731.html,,,10687140470
耐克男鞋2017夏季新款AIR PEGASUS '89气垫运动跑步鞋876111-001 黑色876111-001 40,热点体育旗舰店,https://item.jd.com/11680150293.html,//redian.jd.com,,,11680150293
NIKE耐克男鞋2017夏季新款运动轻便缓震跑步鞋848187-101-401 Air Presto黑绿848187-003 41,热点运动户外专营店,https://item.jd.com/12174772838.html,//converserd.jd.com,549.00,,12174772838
Nike耐克2016新款AIR BERWUDA男子运动休闲慢跑鞋 555305-403 555305-403 40,极速运动专营店,https://item.jd.com/10701044436.html,//hudong.jd.com,335.00,,10701044436
耐克女鞋运动鞋Nike Kaishi 2.0 夏季新款轻便透气休闲鞋跑步鞋833666 小白鞋833666-110 36码/5.5,乔乐运动专营店,https://item.jd.com/12514493872.html,//qiaoleyundong.jd.com,369.00,,12514493872
Nike耐克LUNARGLIDE 8男鞋运动跑步鞋 843725-001 843725-007 41,腾吉运动专营店,https://item.jd.com/10653478176.html,//mall.jd.com/index-70112.html,698.00,,10653478176
耐克NIKE 女子运动文化鞋 KAISHI 2.0 PRINT经典轻质休闲鞋 844898-400  黑/鲜红橙39,Nike耐克京东自营专区,https://item.jd.com/4716314.html,//mall.jd.com/index-1000001927.html,,JD自营,4716314
Nike耐克 2017新款 REVOLUTION3 男子跑步鞋运动休闲鞋 透气慢跑 001黑色/灰色（2017新款） 41,贝顺运动旗舰店,https://item.jd.com/11779977412.html,//beishun.jd.com,379.00,,11779977412
耐克（NIKE）休闲鞋 NIKE MARXMAN PRM 小MAG男子休闲鞋 832766-401 灰蓝/ US9.5码43码,Nike耐克京东自营专区,https://item.jd.com/3659323.html,//mall.jd.com/index-1000001927.html,,JD自营,3659323
耐克nike男装 2017春新款针织运动服休闲耐磨保暖夹克外套805145-091 805145-654 M,幸运叶子旗舰店,https://item.jd.com/11243239344.html,//xyyz.jd.com,764.00,,11243239344
NIKE耐克男鞋夏新款运动鞋休闲缓震跑鞋轻便耐磨训练缓震跑步鞋511881-010 511881-010 42.5,卡飞诺运动专营店,https://item.jd.com/12316181865.html,//mall.jd.com/index-607372.html,429.00,,12316181865
全球购耐克（Nike） Solarsoft Run 男士运动跑步鞋专柜 标准42.5/US9,,https://item.jd.com/1970940214.html,,.00,,1970940214
耐克男鞋 2017夏季新款ZOOM气垫运动休闲健身训练跑步鞋852438 DF 852437-002 夏款 网面透气 41,风驰运动专营店,https://item.jd.com/10935153388.html,//fengchiyundong.jd.com,,,10935153388
NIKE耐克男装 2017春夏季新款运动休闲针织防风夹克外套809473-010 809473-010/17春季新款 M,幸运叶子旗舰店,https://item.jd.com/10826717416.html,//xyyz.jd.com,,,10826717416
NIKE耐克男鞋2017春季新款ROSHE ONE运动鞋轻便休闲跑步鞋511881-010 Roshe Run轻便511881-010 41,热点体育旗舰店,https://item.jd.com/11355589906.html,//redian.jd.com,,,11355589906
NIKE 耐克 男子 17春季 ROSHE TWO 休闲鞋 844656-004-401 844656-004 42,杰之行运动专营店,https://item.jd.com/11188245579.html,//jzxyd.jd.com,,,11188245579
耐克女鞋 17夏新款大童ROSHE RUN ONE运动休闲跑步鞋705485-008 DF 705485-008 38.5,幸运叶子旗舰店,https://item.jd.com/10142112547.html,//xyyz.jd.com,,,10142112547
耐克男鞋 2017春季新款AIR MAX透气轻便气垫跑步鞋复刻鞋833260-010 DF 749680-100/17春夏新款 42(265),幸运叶子旗舰店,https://item.jd.com/1746751012.html,//xyyz.jd.com,,,1746751012
耐克Nike新款男鞋休闲鞋运动鞋运动休闲844687-002 TG 511881-010黑+煤黑+帆白 42,名鞋库运动旗舰店,https://item.jd.com/12461972948.html,//mxk.jd.com,,,12461972948
耐克 Nike ROSHE ONE 奥利奥 男款透气运动鞋 休闲跑步鞋 812654-011黑/白 42,网亿运动专营店,https://item.jd.com/12045445134.html,//wangyi.jd.com,399.00,,12045445134
耐克Nike2017新款男鞋休闲鞋运动鞋运动休闲880994-001 880994-100白 42,名鞋库运动专营店,https://item.jd.com/11188100427.html,//mall.jd.com/index-57831.html,,,11188100427
Nike耐克2017新款KAISHI奥利奥女子运动慢跑休闲鞋833666-010 X 粉色844898-602 35.5,极速运动专营店,https://item.jd.com/11277614035.html,//hudong.jd.com,,,11277614035
耐克 NIKE WMNS ROSHE ONE奥利奥色 新款女子 跑步鞋秋冬透气运动鞋 844994-002黑/白 36,网亿运动专营店,https://item.jd.com/10824232606.html,//wangyi.jd.com,,,10824232606
Nike耐克男鞋2017夏季LUNAR 2登月飞线透气运动跑步鞋818097-700 DF 818097-002 40/250,清鸿叶运动专营店,https://item.jd.com/10626788022.html,//qhyyd.jd.com,,,10626788022
耐克nike男子2017夏季新款AIR MAX休闲缓震透气运动跑步鞋812654-011 17夏款Roshe run 812654-011 44-10,文石运动专营店,https://item.jd.com/1706113514.html,//wenshiyd.jd.com,478.00,,1706113514
NIKE耐克男鞋 AIR RELENTLESS 跑步鞋2017款缓震跑步鞋 黑/白-001 42,OK高尔夫,https://item.jd.com/1539091095.html,//okgolf.jd.com,599.00,,1539091095
Nike耐克男鞋  818726运动鞋男夏季 跑步鞋 耐克男鞋 白色100 8.5=42码,有球必应高尔夫,https://item.jd.com/10127131006.html,//yqbygolf.jd.com,660.00,,10127131006
耐克Nike板鞋男2017春季新款AF1空军一号复古运动耐磨休闲鞋845052-100 17新款空军一号845052-100 43,文石运动专营店,https://item.jd.com/1705450177.html,//wenshiyd.jd.com,689.00,,1705450177
耐克男鞋 2017夏季新款运动休闲鞋缓震透气轻便低帮跑步鞋844838 DF 844656-004/17新款 ROSHE 43,幸运叶子旗舰店,https://item.jd.com/1032190092.html,//xyyz.jd.com,479.00,,1032190092
NIKE耐克男鞋跑鞋 2017夏季新款全掌气垫运动休闲鞋缓震透气跑步鞋849559-001 849559-001/17夏季新款 41/260,幸运叶子旗舰店,https://item.jd.com/1392172954.html,//xyyz.jd.com,1159.00,,1392172954
Nike耐克男鞋2017夏季新款减震轻便舒适透气跑步鞋网面运动鞋876899-001 DF 898466-001/ZOOM气垫 44/280,清鸿叶运动专营店,https://item.jd.com/10068445527.html,//qhyyd.jd.com,579.00,,10068445527
耐克男鞋2017夏新款Air Force AF1空军一号运动休闲低帮板鞋315122 DF 894531-300/17新款 42,幸运叶子旗舰店,https://item.jd.com/1401336895.html,//xyyz.jd.com,829.00,,1401336895
NIKE耐克 2017夏季新款男子帆布鞋低帮运动滑板休闲鞋902810-001 902810-001 39,奥龙世博旗舰店,https://item.jd.com/11768368257.html,//mall.jd.com/index-598104.html,,,11768368257
nike耐克 男鞋Air max系列跑步鞋运动鞋跑步819300-003 819300-001深灰+白+黑 40,名鞋库运动专营店,https://item.jd.com/10117416290.html,//mall.jd.com/index-57831.html,,,10117416290
耐克男鞋跑鞋2017新款FREE RN赤足飞线透气运动跑步鞋831069-001 FREE飞线赤足831069-001 40.5,热点体育旗舰店,https://item.jd.com/10311641537.html,//redian.jd.com,,,10311641537
美国正品Nike/耐克FREE RN 2017男子轻质运动跑步鞋 880839-002 7,,https://item.jd.com/1983676945.html,,.00,,1983676945
耐克Nike Paul George PG1保罗乔治1 2K象牙白篮球鞋男运动鞋 878628-110白色 44,威乐运动专营店,https://item.jd.com/12207018775.html,//boles.jd.com,,,12207018775
NIKE耐克男鞋 2017夏季新款空军一号轻便耐磨休闲板鞋845052-001 DF 845052-001 39/245,清鸿叶运动专营店,https://item.jd.com/12588093531.html,//qhyyd.jd.com,,,12588093531
耐克Nike女子跑步鞋Nike Air Zoom Structure 19 女子跑步鞋 806584-007 灰/黑 US6码36.5码,Nike耐克京东自营专区,https://item.jd.com/3702711.html,//mall.jd.com/index-1000001927.html,,JD自营,3702711
耐克/Nike Air Huarache Ultra 黑白华莱士女款休闲鞋 黑色819151-008 37.5,威乐运动专营店,https://item.jd.com/11281659650.html,//boles.jd.com,,,11281659650
耐克女鞋2017春季新款AIR FORCE 1空军一号运动休闲鞋板鞋315115-112 低帮款白色315115-112 37.5码/6.5,乔乐运动专营店,https://item.jd.com/11645296391.html,//qiaoleyundong.jd.com,699.00,,11645296391
耐克NIKE 男鞋 休闲鞋 阿甘复刻 Air Pegasus '83 气垫 跑步鞋 827921-100顶峰白色43码,Nike耐克京东自营专区,https://item.jd.com/3940773.html,//mall.jd.com/index-1000001927.html,,JD自营,3940773
NIKE耐克2017夏季新款男子缓震透气训练运动跑步鞋898466-001 898466-001 40,智凯运动专营店,https://item.jd.com/12457084704.html,//zksports.jd.com,509.00,,12457084704
耐克NIKE男子2017夏季新款AIR ZOOM气垫飞线缓震运动跑步鞋880843-001 AIR ZOOM跑鞋831561-001热销款 42-8.5,文石运动专营店,https://item.jd.com/10123108857.html,//wenshiyd.jd.com,669.00,,10123108857
耐克男鞋运动鞋Nike新款轻质透气男子跑步鞋852457-001 833260-010 断码特价299 相片蓝819300-402 43码/9.5,脉动运动专营店,https://item.jd.com/10122257782.html,//maidong.jd.com,299.00,,10122257782
NIKE耐克女装 2017夏新款运动休闲舒适圆领短袖透气T恤846469-063 DF 846469-100 L(165/88A),幸运叶子旗舰店,https://item.jd.com/1107427366.html,//xyyz.jd.com,169.00,,1107427366
NIKE耐克男鞋2017夏季新款AIR MAX全掌气垫缓震透气休闲跑步鞋849559 DF 849559-001/17夏新款 41,幸运叶子旗舰店,https://item.jd.com/11266505361.html,//xyyz.jd.com,,,11266505361
NIKE 耐克男鞋跑鞋 2017夏季新款运动鞋飞线轻便透气慢跑鞋跑步鞋898457 DF 898457-001/17夏季新款 42/265,幸运叶子旗舰店,https://item.jd.com/1316770480.html,//xyyz.jd.com,529.00,,1316770480
耐克（NIKE）跑步鞋 WMNS AIR ZOOM ODYSSEY 女子运动跑步鞋 749339-001 黑色 US6.5码37.5码,Nike耐克京东自营专区,https://item.jd.com/3598505.html,//mall.jd.com/index-1000001927.html,,JD自营,3598505
Nike耐克2017年春季男子运动跑步鞋 843725 843725-001-17夏季 43,黑石旗舰店,https://item.jd.com/10439574321.html,//shengshi.jd.com,669.00,,10439574321
Nike耐克男鞋2017新款网面透气运动鞋休闲跑步鞋 819300-003 X 碳素灰/荧光黄819300-013 42,极速运动专营店,https://item.jd.com/11264146395.html,//hudong.jd.com,,,11264146395
耐克NIKE女鞋 ZOOM 气垫 跑步鞋 运动鞋 818100-500 深灰紫36,Nike耐克京东自营专区,https://item.jd.com/3347141.html,//mall.jd.com/index-1000001927.html,,JD自营,3347141
【京东超市】耐克（NIKE）跑步鞋 DYNAMO FREE 婴童运动童鞋 343938-618 大学红/金属金 US7C码23.5码,Nike耐克京东自营专区,https://item.jd.com/3195176.html,//mall.jd.com/index-1000001927.html,,JD自营,3195176
耐克女鞋 2017夏季新款Air MAX气垫运动网面透气跑步鞋833662-011 DF 833662-011 MAX 37.5/235,清鸿叶运动专营店,https://item.jd.com/10954116815.html,//qhyyd.jd.com,,,10954116815
耐克男鞋 2017夏季新款运动鞋休闲耐磨缓震跑步鞋慢跑鞋848187-401 DF 819686-005 42.5,幸运叶子旗舰店,https://item.jd.com/11279054344.html,//xyyz.jd.com,649.00,,11279054344
NIKE耐克男鞋2017夏季新款运动鞋透气轻便减震网面跑步鞋898457-001 DF 833411-010 42,清鸿叶运动专营店,https://item.jd.com/10919720441.html,//qhyyd.jd.com,,,10919720441
耐克NIKEAir Huarache Run华莱士运动休闲鞋跑步鞋819151 819151-001 42,宾尔运动专营店,https://item.jd.com/10941438469.html,//mall.jd.com/index-607731.html,,,10941438469
耐克NIKE女鞋2017春夏新款运动鞋休闲轻便跑步鞋902866-002 844994 黑色511880-006 37.5,君悦运动专营店,https://item.jd.com/11460610202.html,//junyueyd.jd.com,,,11460610202
耐克 NIKE AIR RELENTLESS 2016新款女子运动轻质透气缓震跑步鞋 843883-600粉色/白 37.5,翔羽运动专营店,https://item.jd.com/10911656446.html,//mall.jd.com/index-135251.html,,,10911656446
耐克男鞋 Nike Roshe Two男子黑白轻便缓震运动休闲跑步鞋844656003 黑/煤黑/帆白844656003 42,胜道运动旗舰店,https://item.jd.com/12101089312.html,//shengdaoyd.jd.com,,,12101089312
耐克男童女童 2017新款大童运动鞋Air Max气垫减震跑步鞋869993-001 DF 869993-001 5Y/37.5码/23.5cm,幸运叶子旗舰店,https://item.jd.com/11400594177.html,//xyyz.jd.com,,,11400594177
Nike耐克男鞋 2017新款 NIKE AIR ZOOM男子气垫跑步鞋运动鞋849576 849576-004 40.5,宾尔运动专营店,https://item.jd.com/11836548613.html,//mall.jd.com/index-607731.html,,,11836548613
耐克（NIKE）休闲鞋 WMNS ROSHE ONE FLYKNIT 女子休闲复古鞋 704927-010 黑色 US7码38码,Nike耐克京东自营专区,https://item.jd.com/4029102.html,//mall.jd.com/index-1000001927.html,,JD自营,4029102
Nike耐克女鞋休闲鞋 2017夏季新款阿甘复刻鞋运动鞋低帮板鞋847126-006 DF 847126-102 38,茵特运动户外专营店,https://item.jd.com/12099525107.html,//mall.jd.com/index-662405.html,,,12099525107
Nike耐克男鞋2017夏季新款运动休闲鞋低帮耐磨透气防滑板鞋902810-001 858653-002 44.5/285,清鸿叶运动专营店,https://item.jd.com/1620577536.html,//qhyyd.jd.com,459.00,,1620577536
NIKE耐克2017年新款男子NIKE FREE RN 2017跑步鞋880839-001 880839-001+黑色 42,滔搏运动官方旗舰店,https://item.jd.com/11729818735.html,//topsports.jd.com,799.00,,11729818735
Nike耐克 男鞋 2017新款SOCK DART袜子鞋运动休闲鞋 819686-002 819686-002 40,五新运动专营店,https://item.jd.com/11597278126.html,//wuxin.jd.com,638.00,,11597278126
幸运叶子耐克男鞋2017春新款air Force 空军一号运动休闲鞋板鞋488298 845052-001 42.5/270,江苏叶子运动专营店,https://item.jd.com/1222946083.html,//xyyzjs.jd.com,639.00,,1222946083
耐克跑步鞋男2017夏季新款Kaishi 2.0透气舒适运动休闲鞋慢跑步鞋844838-0 844838-005黑/白 40,卓创运动专营店,https://item.jd.com/12334044638.html,//zhuochuang.jd.com,499.00,,12334044638
幸运叶子耐克男鞋 2017春新款KAISHI低帮网面透气复刻休闲跑步鞋876875 DF 876875-001/17春新款 42/265,江苏叶子运动专营店,https://item.jd.com/11265997397.html,//xyyzjs.jd.com,449.00,,11265997397
Nike 耐克 女子 2017春夏 AIR ZOOM 运动跑步鞋 849577 849577-501 36,黑石旗舰店,https://item.jd.com/10747253272.html,//shengshi.jd.com,598.00,,10747253272
耐克Nike Air Max Tailwind 8女子全掌气垫缓冲保护跑步鞋805942 夏季新款粉/白805942-604 37.5码/6.5,乔乐运动专营店,https://item.jd.com/11770301667.html,//qiaoleyundong.jd.com,,,11770301667
Nike Cortez Basic Nylon 耐克男子休闲板鞋 阿甘鞋经典款 819720-011 42,,https://item.jd.com/1956207160.html,,.00,,1956207160
Nike 耐克2017夏季女子AIR MAX THEA 气垫跑步鞋 599409-104 599409-020 36.5,黑石旗舰店,https://item.jd.com/10745089867.html,//shengshi.jd.com,469.00,,10745089867
耐克 Nike 2016夏款男鞋 慢跑鞋休闲运动鞋减震网面透气跑步鞋 819300-001深灰/白 43,翔羽运动专营店,https://item.jd.com/10325641771.html,//mall.jd.com/index-135251.html,,,10325641771
耐克NIKE男鞋新款LUNARGLIDE 8登月运动耐磨缓震跑步鞋 843725ZG 843725-001cs 42,瑞动运动专营店,https://item.jd.com/10746075835.html,//mall.jd.com/index-602487.html,726.00,,10746075835
耐克NIKE男鞋2017春夏季网面透气登月飞线运动鞋防滑耐磨跑步鞋818097 818097-002 42,宾尔运动专营店,https://item.jd.com/10808045305.html,//mall.jd.com/index-607731.html,568.00,,10808045305
NIKE耐克板鞋男鞋2017夏季新款帆布鞋低帮运动滑板休闲鞋902810-001-400 夏季新款902810-001黑白经典配色 42,热点运动户外专营店,https://item.jd.com/11619244071.html,//converserd.jd.com,376.00,,11619244071
耐克NIKE ROSHE ONE HYP BR女子跑步鞋833826-800 833928 833928-101 37.5,久华运动专营店,https://item.jd.com/12113160430.html,//mall.jd.com/index-24422.html,399.00,,12113160430
Nike耐克男鞋 2017新款 经典升级 KAISHI 2.0 运动文化休闲鞋812654 833411-010 黑色 （2017新款） 39,宜动旗舰店,https://item.jd.com/10695944090.html,//ydsport.jd.com,469.00,,10695944090
NIKE耐克2017年新款男子NIKE AIR MAX 2017跑步鞋849559-402 849559-001+黑/白/煤黑 40,滔搏运动官方旗舰店,https://item.jd.com/11454981137.html,//topsports.jd.com,1529.00,,11454981137
耐克男鞋 2017夏新款运动鞋Mayfly Woven潮流编织透气休闲鞋833132 DF 833132-004 42.5,幸运叶子旗舰店,https://item.jd.com/12480010410.html,//xyyz.jd.com,619.00,,12480010410
耐克（NIKE）休闲鞋 AIR MAX THEA 女子休闲复古鞋 833887-100 白色 US8码39码,Nike耐克京东自营专区,https://item.jd.com/3598229.html,//mall.jd.com/index-1000001927.html,799.00,JD自营,3598229
耐克NIKE2016新款男鞋休闲鞋运动休闲运动鞋817419-006 817419-005黑+黑+金属金黄+白 44,微能量运动旗舰店,https://item.jd.com/12434463696.html,//weinengliangyd.jd.com,799.00,,12434463696
耐克NIKE 儿童跑步系列NIKE DYNAMO FREE (PS) 跑步鞋 343738-006 33.5码,京东自营国际运动精品专区,https://item.jd.com/3521149.html,//mall.jd.com/index-1000005792.html,299.00,JD自营,3521149
耐克nike男鞋2017夏季新款轻便缓震气垫透气运动休闲跑步鞋844874-007 17新款Air MAX 844874-007 41-8,文石运动专营店,https://item.jd.com/10111203603.html,//wenshiyd.jd.com,527.00,,10111203603
耐克NIKE 男鞋透气网面运动鞋跑鞋轻便减震舒适休闲鞋 TANJUN 跑步鞋 812654 热销469 黑/白833260-010 42码/8.5,脉动运动专营店,https://item.jd.com/10262640568.html,//maidong.jd.com,469.00,,10262640568
耐克（NIKE）休闲鞋 WMNS AIR MAX 90 ESSENTIAL 女子复古休闲鞋 616730-023 黑/白 US6.5码37.5码,Nike耐克京东自营专区,https://item.jd.com/3535167.html,//mall.jd.com/index-1000001927.html,798.00,JD自营,3535167
耐克男鞋2017春季新款运动鞋休闲透气轻便耐磨训练缓震跑步鞋844591-001 2017新款热卖898457-001 43,恺琪运动专营店,https://item.jd.com/10343172878.html,//kqsport.jd.com,478.00,,10343172878
耐克NIKE 女子跑步鞋 WMNS NIKE LUNARGLIDE 8 运动鞋 843726,Nike耐克京东自营专区,https://item.jd.com/4248472.html,//mall.jd.com/index-1000001927.html,968.00,JD自营,4248472
,,https://item.jd.com/10808351240.html,,,,10808351240
耐克NIKE 女鞋 休闲鞋 KAISHI 2.0 跑步鞋 833666-010黑色39码,Nike耐克京东自营专区,https://item.jd.com/3283618.html,//mall.jd.com/index-1000001927.html,548.00,JD自营,3283618
【京东超市】耐克（NIKE）休闲鞋 AIR MAX TAVAS 男子休闲复古鞋 705149-009 黑色 US8.5码42码,Nike耐克京东自营专区,https://item.jd.com/4029072.html,//mall.jd.com/index-1000001927.html,599.00,JD自营,4029072
